Name,PropertyType,HostID,HostName,HostLocation,HostResponseTime,HostResponseRate,RoomType,BedType,MinNights,MaxNights,GuestCount,ExtraGuestCount,GuestWithPay,BedRoomsCount,No_Of_Beds,No_Of_Bathrooms,CancellationPolicy,Price,Currency,Address_Property,Location,LocationCode,Longitude,Latitude,Availability_365,Is_location_exact,Total_ReviewsCount,ReviewScores
(1) Beach Guest House - Go Make A Trip,Bed and breakfast,4765935,Rafael,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within a few hours,100.0,Private room,Real Bed,1,1125,2,0.0,2.0,1.0,1.0,1.0,flexible,112.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.353970672578306,-23.008991691724663,309,False,11,10.0
"Studio convenient to CBD, beaches, street parking.",Guest suite,4548918,Leslie,"Sydney, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,2,3,5,25.0,2.0,1.0,4.0,1.0,moderate,45.0,AUD,"Balgowlah, NSW, Australia",Australia,AU,151.26108,-33.7975,0,True,104,10.0
Bondi Beach Dreaming 3-Bed House,House,2509326,Cat,AU,within an hour,100.0,Entire home/apt,Real Bed,2,1125,8,35.0,6.0,3.0,6.0,2.0,strict_14_with_grace_period,399.0,AUD,"Bondi Beach, NSW, Australia",Australia,AU,151.27448,-33.8872,0,False,139,10.0
March 2019 availability! Oceanview on Sugar Beach!,Condominium,5738969,Gage,US,within an hour,100.0,Entire home/apt,Real Bed,4,1125,4,0.0,1.0,1.0,3.0,1.0,strict_14_with_grace_period,229.0,USD,"Kihei, HI, United States",United States,US,-156.46881,20.78621,228,True,19,10.0
Sala e quarto em copacabana com cozinha americana,Apartment,53729453,Tamara,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,100.0,Entire home/apt,Real Bed,4,1125,3,0.0,1.0,1.0,1.0,1.0,flexible,298.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.177948896979196,-22.963149303022142,0,True,0,10.0
Where Castles and Art meet the Sea,Apartment,53059934,Jose,"Porto, Porto District, Portugal",within a few hours,100.0,Entire home/apt,Real Bed,5,1125,4,0.0,1.0,1.0,2.0,1.0,moderate,80.0,EUR-P,"Matosinhos, Porto, Portugal",Portugal,PT,-8.68887,41.17544,27,False,13,10.0
Aluguel Temporada Casa São Conrado,House,33687645,Maria Pia,"Rio de Janeiro, State of Rio de Janeiro, Brazil",a few days or more,0.0,Entire home/apt,Real Bed,5,1125,11,0.0,1.0,4.0,8.0,7.0,flexible,2499.0,BRL,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Brazil,BR,-43.27502007153333,-22.99391888061395,365,False,0,10.0
Homely Room in 5-Star New Condo@MTR,Condominium,53247930,Crystal,Hong Kong,within an hour,100.0,Private room,Real Bed,28,1125,2,150.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,479.0,HKD,"Mongkok, Kowloon, Hong Kong",Hong Kong,HK,114.17094,22.32074,3,False,179,9.0
Greenwich Fun and Luxury,House,45186586,Craig,"Sydney, New South Wales, Australia",within a day,100.0,Entire home/apt,Real Bed,5,1125,6,0.0,1.0,4.0,4.0,4.0,flexible,999.0,AUD,"Greenwich, NSW, Australia",Australia,AU,151.18563,-33.8289,365,True,0,10.0
The Garden Studio,Guesthouse,3251237,Cath,"Sydney, New South Wales, Australia",within a few hours,100.0,Entire home/apt,Real Bed,2,40,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,129.0,AUD,"Marrickville, NSW, Australia",Australia,AU,151.15036,-33.90318,365,False,146,10.0
Rented Room,Apartment,53957975,Jercilene,"São Gonçalo, Rio de Janeiro, Brazil",a few days or more,0.0,Private room,Real Bed,1,1125,1,0.0,1.0,1.0,1.0,1.0,flexible,112.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.17933175178738,-22.941321220162784,365,False,0,10.0
Cheerful new renovated central apt,Apartment,22766460,Aybike,"Istanbul, İstanbul, Turkey",within an hour,100.0,Entire home/apt,Real Bed,3,1125,8,36.0,4.0,3.0,4.0,1.0,moderate,264.0,TRY,"Beyoğlu, İstanbul, Turkey",Turkey,TR,28.97477,41.03735,326,False,77,9.0
Heroísmo IV,Apartment,9320470,Apartments2Enjoy,"Porto, Porto District, Portugal",within a day,100.0,Entire home/apt,Real Bed,1,1125,2,0.0,2.0,0.0,1.0,1.0,moderate,29.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.59275,41.1462,309,True,31,9.0
Cozy House in Ortaköy,Apartment,53849209,Orcun,TR,Not Specified,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,2.0,1.0,flexible,100.0,TRY,"Beşiktaş, İstanbul, Turkey",Turkey,TR,29.02519,41.05197,365,True,0,10.0
Condomínio Praia Barra da Tijuca,Condominium,54221119,Paula,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,88.0,Entire home/apt,Real Bed,2,1125,6,0.0,1.0,2.0,5.0,2.0,strict_14_with_grace_period,351.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.32231287289854,-23.009702689174244,172,True,18,10.0
位於深水埗地鐵站的溫馨公寓,Apartment,16313394,Aaron,"Hong Kong, Hong Kong",Not Specified,100.0,Private room,Real Bed,1,1125,4,50.0,1.0,1.0,2.0,1.0,strict_14_with_grace_period,353.0,HKD,"Sham Shui Po, Kowloon, Hong Kong",Hong Kong,HK,114.16262,22.32733,365,False,18,8.0
Tropical Jungle Oasis,Condominium,54294012,Douglas,"Hilo, Hawaii, United States",within an hour,100.0,Entire home/apt,Real Bed,2,1125,4,0.0,1.0,2.0,3.0,1.5,moderate,125.0,USD,"Hilo, HI, United States",United States,US,-155.09259,19.73108,65,True,65,10.0
Luxury 1-Bdrm in Downtown Brooklyn,Apartment,10099253,Ashley,"New York, New York, United States",Not Specified,100.0,Entire home/apt,Real Bed,3,30,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,144.0,USD,"Brooklyn, NY, United States",United States,US,-73.98102,40.69406,0,True,1,10.0
Cozy bedroom Sagrada Familia,Apartment,1929411,Rapha,"Barcelona, Catalonia, Spain",Not Specified,100.0,Private room,Real Bed,2,1125,2,0.0,1.0,1.0,2.0,1.0,flexible,20.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.17963,41.40087,0,True,1,10.0
Whole Apt. in East Williamsburg,Apartment,4148248,Guillermo,"New York, New York, United States",within an hour,100.0,Entire home/apt,Real Bed,4,90,4,30.0,2.0,1.0,1.0,1.0,moderate,125.0,USD,"Brooklyn, NY, United States",United States,US,-73.93981,40.70687,168,True,126,10.0
Jubilee By The Sea (Ocean Views),House,54391530,Nate,"Kailua-Kona, Hawaii, United States",within an hour,100.0,Entire home/apt,Real Bed,2,90,11,25.0,8.0,4.0,6.0,2.0,strict_14_with_grace_period,325.0,USD,"Kailua-Kona, HI, United States",United States,US,-155.97349,19.61318,267,False,45,10.0
Sun filled comfortable apartment,Apartment,23405752,Harry,"Potts Point, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,85.0,AUD,"Rushcutters Bay, NSW, Australia",Australia,AU,151.22559,-33.87604,0,True,2,10.0
Park Guell apartment with terrace,Apartment,54320669,Alexandra Y Juan,"Barcelona, Catalonia, Spain",within an hour,100.0,Entire home/apt,Real Bed,2,1125,6,0.0,6.0,2.0,3.0,1.0,strict_14_with_grace_period,85.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.15836,41.41582,174,True,51,8.0
Spacious and well located apartment,Apartment,12870591,Andre,"São Paulo, Brazil",within a day,80.0,Entire home/apt,Real Bed,3,1125,6,8.0,3.0,2.0,3.0,1.0,strict_14_with_grace_period,60.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.6114,41.16093,314,True,20,9.0
Jardim Botânico Gourmet 2 bdroom,Apartment,3665789,Roberta (Beta) Gatti,"Rio de Janeiro, Rio de Janeiro, Brazil",within a few hours,98.0,Entire home/apt,Real Bed,2,1125,6,35.0,4.0,2.0,5.0,2.0,strict_14_with_grace_period,395.0,BRL,"Rio de Janeiro, RJ, Brazil",Brazil,BR,-43.22076222600562,-22.96448811710617,342,False,9,10.0
Charming Spacious Park Slope Studio,Guest suite,54539364,Ildiko,"New York, New York, United States",within a day,93.0,Entire home/apt,Real Bed,3,1125,3,25.0,2.0,0.0,0.0,1.0,moderate,135.0,USD,"Brooklyn, NY, United States",United States,US,-73.98307,40.6651,204,True,115,10.0
Panoramic Ocean View Studio in  Quiet Setting,Guesthouse,308899,Andrei,"Honolulu, Hawaii, United States",within an hour,100.0,Entire home/apt,Real Bed,2,1125,2,15.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,120.0,USD,"Honolulu, HI, United States",United States,US,-157.78578,21.29561,323,True,114,9.0
Grand apartment Sagrada Familia,Apartment,54320669,Alexandra Y Juan,"Barcelona, Catalonia, Spain",within an hour,100.0,Entire home/apt,Real Bed,2,1125,8,0.0,10.0,4.0,6.0,2.0,strict_14_with_grace_period,169.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.18146,41.39716,211,True,77,10.0
Nice Cosy Room In Taksim,Apartment,5823933,Nihat,Istanbul,within an hour,100.0,Private room,Real Bed,3,1125,2,60.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,105.0,TRY,"Taksim, Cihangir, Istanbul , Beyoğlu, Turkey",Turkey,TR,28.98648,41.03376,336,True,31,10.0
Apt Quarto e Sala amplo Laranjeiras,Apartment,47039858,Marianna,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,100.0,Entire home/apt,Real Bed,5,1125,4,0.0,1.0,1.0,4.0,1.0,flexible,701.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.17974071338275,-22.9313871086666,0,False,0,10.0
Serene luxury in Harlem,Apartment,54761069,Erika,"New York, New York, United States",within an hour,100.0,Private room,Real Bed,3,1125,1,0.0,1.0,1.0,1.0,1.0,moderate,80.0,USD,"New York, NY, United States",United States,US,-73.95211,40.80708,339,True,10,10.0
Cozy apartment 3 mins TAIWAI Subway,Apartment,19543283,Naomi,Hong Kong,Not Specified,100.0,Entire home/apt,Real Bed,7,365,5,0.0,1.0,2.0,2.0,2.0,flexible,801.0,HKD,"Shatin , Hong Kong, Hong Kong",Hong Kong,HK,114.12074,22.40547,0,False,0,10.0
Ribeira Smart Flat,Apartment,54662715,Mathieu,"Porto, Porto District, Portugal",within an hour,100.0,Entire home/apt,Real Bed,2,1124,6,10.0,2.0,3.0,3.0,1.0,strict_14_with_grace_period,80.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.61602,41.14295,214,False,132,10.0
"Charming Apartment,perfect Location",Apartment,1381764,Fabio,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,98.0,Entire home/apt,Real Bed,2,89,4,60.0,2.0,1.0,2.0,1.0,super_strict_30,351.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.175966118975914,-22.964922391816017,317,True,110,10.0
GREAT Apartment at Barra da Tijuca,Apartment,54904357,Luiz Henrique,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,100.0,Entire home/apt,Real Bed,4,100,6,19.0,4.0,3.0,7.0,4.0,moderate,933.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.32984175609327,-23.011124595436097,0,True,13,10.0
"Kadiköy, Moda, close to transports",Apartment,25679882,Bertille,FR,Not Specified,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,flexible,137.0,TRY,"Kadıköy, İstanbul, Turkey",Turkey,TR,29.02588,40.98825,0,True,0,10.0
Lovely ap at Leblon beach,Apartment,54984412,Sonia,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within a day,80.0,Entire home/apt,Real Bed,3,1125,5,0.0,1.0,3.0,3.0,3.0,strict_14_with_grace_period,298.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.22120070184858,-22.984162872106157,0,False,1,10.0
Beautiful 1 Bedroom Apartment,Apartment,36481278,Mai-Britt,Hong Kong,within a few hours,100.0,Entire home/apt,Real Bed,2,1125,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,997.0,HKD,"Sheung Wan, Hong Kong Island, Hong Kong",Hong Kong,HK,114.15241,22.28351,0,True,10,9.0
PORTO DOWNTOWN FLATS-RIBEIRA STUDIO,Apartment,35484736,Tim,"Porto, Porto District, Portugal",within an hour,100.0,Entire home/apt,Real Bed,2,28,4,7.0,2.0,0.0,2.0,1.0,strict_14_with_grace_period,55.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.61279,41.14106,243,False,62,10.0
Colonial Mansion in Santa Teresa,House,4532951,John,"Rio de Janeiro, Rio de Janeiro, Brazil",within a few hours,100.0,Entire home/apt,Real Bed,1,1125,8,0.0,1.0,6.0,6.0,5.0,flexible,1999.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.178234025801544,-22.917475613135107,358,True,0,10.0
Nani La 'Ao (A Beautiful Day) Upstairs Suite,House,1121661,Sherri,"Keaau, Hawaii, United States",within a day,100.0,Entire home/apt,Real Bed,3,25,2,10.0,2.0,1.0,1.0,1.0,moderate,72.0,USD,"Keaau, HI, United States",United States,US,-155.02503,19.56081,352,True,18,10.0
CASA PARA AS OLIMPIADAS 2016,House,55124555,Priscila,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,100.0,Entire home/apt,Real Bed,1,1125,10,0.0,1.0,4.0,6.0,6.0,strict_14_with_grace_period,3726.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.43656065280531,-23.01216083013239,0,False,0,10.0
"Cozy, dreamy Mile End apartment",Apartment,5173928,Uma,"Toronto, Ontario, Canada",Not Specified,100.0,Private room,Real Bed,2,1125,2,15.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,30.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.60137,45.52517,0,True,0,10.0
Great location in Barcelona,Apartment,6151720,Marina E Mickael,"Portimão, Faro District, Portugal",within an hour,100.0,Entire home/apt,Real Bed,200,1125,5,0.0,2.0,4.0,4.0,1.0,strict_14_with_grace_period,31.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.19057,41.41254,358,True,2,10.0
Relaxing and Roomy in Crown Heights,Apartment,2128778,Rachael,"Brooklyn, NY",within a day,100.0,Private room,Real Bed,2,45,2,10.0,1.0,1.0,1.0,1.0,moderate,50.0,USD,"Brooklyn, NY, United States",United States,US,-73.95667,40.67414,64,True,46,10.0
"Asia House, Garden Room, Princevile",Guest suite,5884464,Coral,"Princeville, Hawaii, United States",within an hour,100.0,Private room,Real Bed,3,21,2,35.0,2.0,1.0,1.0,1.0,strict_14_with_grace_period,139.0,USD,"Princeville, HI, United States",United States,US,-159.48653,22.22739,276,True,167,10.0
Triple room Barcelona Guell park,Condominium,5888954,Núria,"Barcelona, Catalonia, Spain",within an hour,100.0,Private room,Real Bed,2,1125,3,8.0,4.0,1.0,3.0,1.0,strict_14_with_grace_period,40.0,EUR,"Barcelona, Catalonia, Spain",Spain,ES,2.15533,41.40686,289,True,191,9.0
Apart-hotel w/ Wonderful Ocean View - 2 bedrooms!!,Apartment,15560428,Aline,"Rio, Rio de Janeiro, Brazil",within an hour,100.0,Entire home/apt,Real Bed,3,1120,5,100.0,4.0,2.0,3.0,2.0,moderate,451.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.343027190397,-23.00878356989572,329,True,34,10.0
DOUBLE ROOM for 1 or 2 ppl,Apartment,6486855,Aleksandra,"Warsaw, Masovian Voivodeship, Poland",Not Specified,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,flexible,15.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.17519,41.41035,0,True,0,10.0
Bright Inner West Terrace Value+,House,3082095,Natasa,"Sydney, New South Wales, Australia",within a few hours,67.0,Private room,Real Bed,1,1125,2,15.0,1.0,1.0,1.0,1.5,moderate,65.0,AUD,"Petersham, NSW, Australia",Australia,AU,151.15851,-33.89931,232,True,84,10.0
Designer's Historical Apartment,Apartment,5908273,Pia,"Santa Barbara, California, United States",within a few hours,100.0,Entire home/apt,Real Bed,2,1125,2,0.0,2.0,1.0,1.0,1.0,strict_14_with_grace_period,385.0,TRY,"Istanbul, Istanbul Province, Turkey",Turkey,TR,28.97994,41.03406,365,False,17,9.0
"Nişantaşı, safe, quality area.Very close to metro.",Apartment,19354362,Enis,"Istanbul, Istanbul, Turkey",within a few hours,100.0,Entire home/apt,Real Bed,5,1125,4,0.0,1.0,1.0,2.0,1.0,strict_14_with_grace_period,417.0,TRY,"Şişli, İstanbul, Turkey",Turkey,TR,28.99363,41.05261,297,False,6,9.0
Renovated Classic Design Studio with Sun Room,Apartment,11417174,Maribel Monzo,"Porto, Porto District, Portugal",within an hour,100.0,Entire home/apt,Real Bed,3,40,3,20.0,2.0,1.0,1.0,1.0,strict_14_with_grace_period,58.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.60106,41.14684,359,True,32,10.0
HUGE Bedroom in Lower East Side,Apartment,20358661,Ryan,"New York, New York, United States",Not Specified,100.0,Private room,Real Bed,7,1125,1,40.0,1.0,1.0,1.0,1.0,flexible,90.0,USD,"New York, NY, United States",United States,US,-73.98319,40.71823,0,True,0,10.0
BALAT,House,5929670,Hanife,"Istanbul, Turkey",Not Specified,100.0,Private room,Real Bed,1,1125,3,0.0,1.0,1.0,1.0,1.0,flexible,685.0,TRY,"Istanbul, Istanbul, Turkey",Turkey,TR,28.94457,41.03301,365,True,0,10.0
City View Apartment,Serviced apartment,3938375,Orhan,"Istanbul, İstanbul, Turkey",within a few hours,100.0,Entire home/apt,Real Bed,1,1125,3,89.0,1.0,1.0,2.0,1.0,moderate,211.0,TRY,"Beyoğlu, İstanbul, Turkey",Turkey,TR,28.98789,41.03445,343,True,1,10.0
Trendy apartment in BCN centre,Apartment,542867,Gabriela & Miguel,"Barcelona, Cataluña, Spain",within a day,76.0,Entire home/apt,Real Bed,2,1125,4,10.0,2.0,2.0,2.0,1.0,moderate,89.0,EUR,"Barcelona, Catalonia, Spain",Spain,ES,2.14596,41.38475,280,True,104,10.0
Room in the very ♥ of BCN - Unbeatable location,Condominium,55390614,Flo,"Barcelona, Catalonia, Spain",within an hour,100.0,Private room,Real Bed,2,1125,2,0.0,1.0,1.0,2.0,1.0,strict_14_with_grace_period,40.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.17778,41.38049,253,True,122,8.0
well lit East Williamsburg apt.,Apartment,4827009,Liat,"New York, New York, United States",Not Specified,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.5,flexible,60.0,USD,"Brooklyn, NY, United States",United States,US,-73.94384,40.70528,0,True,0,10.0
Spacious 2 Bedroom: Soho/Escalator,Apartment,56006867,Tara,Hong Kong,within an hour,100.0,Entire home/apt,Real Bed,2,1125,5,100.0,4.0,2.0,3.0,1.0,moderate,1703.0,HKD,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.15315,22.28028,108,True,86,10.0
Comfort Room in Istanbul,Apartment,4812766,Erhan,"Istanbul, Turkey",Not Specified,100.0,Private room,Real Bed,1,1125,1,0.0,1.0,1.0,1.0,1.0,flexible,53.0,TRY,"Üsküdar, İstanbul, Turkey",Turkey,TR,29.08565,41.01499,365,False,0,10.0
Quarto espaçoso e arejado no Rio.,Hostel,28616106,Mariana,CA,within a day,50.0,Private room,Real Bed,3,7,2,0.0,1.0,1.0,1.0,1.0,flexible,187.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.189916447135005,-22.976504206582874,180,False,1,10.0
Room w private toilet 3 min to MTR!,Condominium,13416742,Joanna,Hong Kong,within an hour,100.0,Private room,Real Bed,2,30,2,0.0,2.0,1.0,1.0,1.0,strict_14_with_grace_period,447.0,HKD,"Quarry Bay, Hong Kong Island, Hong Kong",Hong Kong,HK,114.20854,22.29099,140,False,72,10.0
傳統香港房间 - 干净整洁交通便利的二人房间,Apartment,43392680,Chuiying,HK,within an hour,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,flexible,2748.0,HKD,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.16558,22.308,360,True,0,10.0
Spacious 3bdrm. Artsy and Perfect Location!,Apartment,930612,Melanie,"Seattle, Washington, United States",within a few hours,100.0,Entire home/apt,Real Bed,2,1125,5,60.0,4.0,3.0,3.0,1.5,strict_14_with_grace_period,1146.0,HKD,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.15202,22.28582,306,True,125,9.0
Big Private BR Steps to Barnard Columbia & Subways,Apartment,56197328,Paul,"New York, New York, United States",within an hour,100.0,Private room,Real Bed,1,1125,2,45.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,128.0,USD,"New York, NY, United States",United States,US,-73.9648,40.80732,267,True,29,10.0
Apartamento para as olimpíadas,Apartment,25469566,Rosane,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,100.0,Entire home/apt,Real Bed,7,1125,4,0.0,1.0,2.0,3.0,2.0,strict_14_with_grace_period,746.0,BRL,"Rio de Janeiro, RJ, Brazil",Brazil,BR,-43.1838890521465,-22.938257466286093,358,False,0,10.0
Hospede-se com acesso fácil.,Condominium,56230710,Rose,BR,Not Specified,100.0,Entire home/apt,Real Bed,5,1125,4,0.0,1.0,2.0,3.0,1.0,flexible,134.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.24972983198035,-22.862647394041378,0,True,0,10.0
Artist Garden Duplex Ft. Greene - 2.5 Bedroom,Apartment,36894011,Miriam,"New York, New York, United States",within an hour,100.0,Entire home/apt,Real Bed,2,30,8,50.0,4.0,3.0,3.0,2.0,strict_14_with_grace_period,250.0,USD,"Brooklyn, NY, United States",United States,US,-73.97527,40.6884,198,True,89,10.0
AP. EM CONDOMINIO FECHADO,Apartment,55601443,Adriano,BR,Not Specified,100.0,Entire home/apt,Real Bed,1,1125,4,0.0,1.0,2.0,2.0,1.0,flexible,172.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.21872245840377,-22.89142169593252,0,True,0,10.0
Cozy Hell's Kitchen Apt,Apartment,39754804,Karen,"New York, New York, United States",within a few hours,100.0,Entire home/apt,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,125.0,USD,"New York, NY, United States",United States,US,-73.99482,40.76438,66,True,60,10.0
Designer Apartment in Sheung Wan,Apartment,9479239,Maria,Hong Kong,within an hour,100.0,Entire home/apt,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,1484.0,HKD,"Sheung Wan, Hong Kong Island, Hong Kong",Hong Kong,HK,114.14881,22.28354,0,False,18,10.0
Private Cozy Bedroom in Brooklyn,Apartment,663764,Karen,"New York, New York, United States",within an hour,100.0,Private room,Real Bed,2,30,2,15.0,1.0,1.0,1.0,1.0,moderate,47.0,USD,"Brooklyn, NY, United States",United States,US,-73.94883,40.6536,100,True,241,10.0
Aquilla House - Ocean Views Newport,House,5990033,Susannah,"New South Wales, Australia",within a few hours,100.0,Entire home/apt,Real Bed,7,60,8,0.0,1.0,4.0,5.0,3.0,strict_14_with_grace_period,500.0,AUD,"Newport, NSW, Australia",Australia,AU,151.31572,-33.65212,363,True,3,9.0
Quarto de Casal em Ipanema,Apartment,29744388,Gabriela,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,100.0,Private room,Real Bed,2,1125,2,80.0,1.0,1.0,1.0,2.0,strict_14_with_grace_period,149.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.19841687233581,-22.98376501071312,0,False,2,10.0
causeway bay MTR+Tidy Quad room&YT,Apartment,52473150,Danny,Hong Kong,within an hour,97.0,Private room,Real Bed,1,2147483647,4,0.0,1.0,1.0,3.0,1.0,strict_14_with_grace_period,597.0,HKD,"铜锣湾, 香港岛, Hong Kong",Hong Kong,HK,114.18651,22.28186,32,True,15,7.0
Private Entrance - Backyard Summer Dining - Enjoy,Townhouse,5887081,Michelle,"New York, New York, United States",within an hour,100.0,Entire home/apt,Real Bed,7,29,2,15.0,2.0,1.0,2.0,1.0,strict_14_with_grace_period,110.0,USD,"Brooklyn, NY, United States",United States,US,-73.95321,40.69034,300,True,184,10.0
"Waterfront, Enchanted Lake Home 2/1",House,49457265,Tom,"Hawaii, United States",within an hour,100.0,Entire home/apt,Real Bed,4,1125,8,25.0,2.0,2.0,4.0,2.0,strict_14_with_grace_period,189.0,USD,"Kailua, HI, United States",United States,US,-157.74147,21.37812,312,True,44,9.0
aOceanside Hawaii Apartment Studio Kitchen Parking,Apartment,56775580,Jay,"Honolulu, Hawaii, United States",within an hour,85.0,Entire home/apt,Real Bed,1,1125,2,25.0,2.0,1.0,1.0,1.0,strict_14_with_grace_period,99.0,USD,"Honolulu, HI, United States",United States,US,-157.83937,21.2837,88,True,137,9.0
Makai Hideaway,House,6017048,Cheryl,"Escondido, California, United States",within an hour,100.0,Entire home/apt,Real Bed,4,180,14,25.0,4.0,4.0,8.0,3.0,strict_14_with_grace_period,169.0,USD,"Captain Cook, HI, United States",United States,US,-155.89926,19.20636,215,True,119,10.0
Bright PrivateRm 1 min to JordanMTR,Hostel,56949831,Sam,Hong Kong,within an hour,100.0,Private room,Real Bed,2,1125,1,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,447.0,HKD,"九龍, 九龍, Hong Kong",Hong Kong,HK,114.17127,22.30549,62,False,203,10.0
Super location - Walk to the City!,Apartment,4099460,Serena,"Sydney, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,3,1125,2,0.0,2.0,1.0,1.0,1.0,strict_14_with_grace_period,119.0,AUD,"Darlinghurst, NSW, Australia",Australia,AU,151.22133,-33.87521,0,True,9,9.0
enjoy nature in Istanbul,House,56998832,Sanem,"Istanbul, İstanbul, Turkey",Not Specified,100.0,Entire home/apt,Real Bed,2,1125,4,60.0,2.0,2.0,2.0,1.0,flexible,359.0,TRY,"büyükada, İstanbul, Turkey",Turkey,TR,29.11608,40.862,0,False,15,10.0
The Executive  Posh Room,House,57023844,Karlene,"New York, New York, United States",within an hour,90.0,Private room,Real Bed,1,60,2,40.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,90.0,USD,"Jamaica , NY, United States",United States,US,-73.77835,40.68135,365,False,21,9.0
Holoholo Inn: Rain Forest (Priv-2),House,56866557,Satoshi,"Volcano, Hawaii, United States",within a few hours,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,105.0,USD,"Volcano, HI, United States",United States,US,-155.2403,19.43344,360,True,44,10.0
Brooklyn Artist Loft / Fun Location,Apartment,21965282,Joseph,"New York, New York, United States",within an hour,100.0,Private room,Real Bed,30,360,3,25.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,59.0,USD,"Brooklyn, NY, United States",United States,US,-74.02972,40.63199,364,True,13,10.0
East Village Sanctuary,Apartment,57107571,Molly,"New York, New York, United States",within an hour,100.0,Entire home/apt,Real Bed,30,90,2,0.0,1.0,1.0,1.0,1.0,flexible,200.0,USD,"New York, NY, United States",United States,US,-73.98763,40.72808,117,True,19,10.0
